,Crime_Type,Charges_Filed,Time_Served_Months,Prior_Criminal_History,Risk_of_Flight,Influence_on_Trial,Bail_Decision,Socio_Economic_Status
999,Economic,['Economic Offenses Act'],5,0,0.0956901160580011,0.1592830373494584,Granted,Low
1000,Cyber Crime,"['IPC 420', 'Economic Offenses Act', 'Economic Offenses Act']",26,1,0.9145844352217476,0.4353893961280134,Granted,Middle
1001,Cyber Crime,"['IPC 420', 'IPC 307']",5,0,0.0910363149454417,0.4018987079559666,Rejected,High
1002,Cyber Crime,['IPC 420'],22,0,0.6482091774485559,0.5757193053312043,Rejected,Low
1003,Cyber Crime,['IPC 420'],15,0,0.4131944788027977,0.583386232327748,Granted,Low
1004,Drug-related,['Narcotics Act'],13,0,0.4056193902554423,0.7499869843799752,Granted,Low
1005,Drug-related,"['Cyber Laws', 'Cyber Laws', 'Narcotics Act']",28,0,0.6795518365726839,0.5098899482056102,Rejected,Middle
1006,Non-violent,['IPC 379'],33,0,0.0670937326298787,0.1048226409407655,Rejected,Middle
1007,Violent,"['Narcotics Act', 'IPC 420', 'Cyber Laws']",43,0,0.5937057829514346,0.8582913355531061,Rejected,Middle
1008,Cyber Crime,"['Cyber Laws', 'IPC 302']",23,1,0.7720317859723548,0.309764583185187,Granted,Middle
1009,Non-violent,"['IPC 379', 'Economic Offenses Act']",33,1,0.8282127578865942,0.971297460306592,Rejected,High
1010,Violent,['Economic Offenses Act'],43,1,0.1705303893937753,0.1178601086797701,Granted,Low
1011,Economic,['Cyber Laws'],18,1,0.8974190500781737,0.9582511722325032,Rejected,High
1012,Drug-related,"['IPC 307', 'IPC 379']",30,0,0.6561460918474422,0.0910118068825169,Granted,Middle
1013,Violent,['Cyber Laws'],26,1,0.8818548008206828,0.2310361379470594,Rejected,Middle
1014,Economic,['Cyber Laws'],16,1,0.4852807171101982,0.0465799420865415,Granted,High
1015,Violent,"['IPC 420', 'IPC 420', 'IPC 379']",13,1,0.542033345097202,0.7051131466389949,Rejected,Low
1016,Drug-related,['Economic Offenses Act'],39,0,0.9190382770286712,0.8502987365717918,Rejected,Low
1017,Drug-related,"['Narcotics Act', 'IPC 307', 'IPC 379']",33,1,0.8999095433546718,0.4340710818159804,Granted,Middle
1018,Non-violent,['IPC 379'],26,1,0.448160873369002,0.9285220750424296,Rejected,Middle
1019,Cyber Crime,"['Economic Offenses Act', 'Economic Offenses Act', 'Narcotics Act']",1,0,0.2744126316356817,0.5902990717555996,Rejected,Middle
1020,Violent,['IPC 302'],38,1,0.3931704345642641,0.6300071354465232,Rejected,Middle
1021,Violent,"['IPC 420', 'IPC 379', 'IPC 379']",2,0,0.3877643285297497,0.8454192017007699,Rejected,Low
1022,Economic,['IPC 379'],6,1,0.2868668749827939,0.2968002050518389,Granted,High
1023,Drug-related,"['IPC 379', 'Cyber Laws']",46,0,0.2685796043329665,0.3542657213276258,Granted,Low
1024,Violent,"['IPC 420', 'Narcotics Act', 'IPC 379']",38,1,0.8610629364797194,0.9059519191946444,Rejected,High
1025,Drug-related,"['Cyber Laws', 'Economic Offenses Act']",42,1,0.0698619206846616,0.9009634960387638,Granted,Middle
1026,Violent,"['IPC 307', 'IPC 302']",24,1,0.6776111820995941,0.9764827762008708,Granted,Middle
1027,Non-violent,"['Economic Offenses Act', 'IPC 379', 'IPC 307']",18,0,0.1728200514564523,0.9018383164416712,Granted,High
1028,Cyber Crime,"['IPC 379', 'Narcotics Act', 'Narcotics Act']",27,1,0.3445058933940632,0.1273720360333609,Granted,Middle
1029,Violent,['IPC 307'],41,0,0.0615430341348368,0.8237242861369873,Granted,Low
1030,Drug-related,"['IPC 302', 'IPC 420', 'Narcotics Act']",8,0,0.269973636855462,0.409838478109594,Rejected,Middle
1031,Non-violent,['Economic Offenses Act'],28,0,0.7684210711172421,0.990801355945938,Granted,Middle
1032,Violent,"['IPC 379', 'IPC 307', 'IPC 307']",10,0,0.8850153245472586,0.472280964328801,Rejected,Middle
1033,Economic,['IPC 379'],17,1,0.221527151902367,0.5538360825022206,Granted,Middle
1034,Cyber Crime,['IPC 420'],29,1,0.4635478392589218,0.5297749152567985,Rejected,Low
1035,Violent,"['Economic Offenses Act', 'IPC 379', 'Cyber Laws']",6,1,0.4703240479372064,0.3217370298582778,Rejected,High
1036,Non-violent,"['Economic Offenses Act', 'IPC 420']",14,0,0.8735753057597342,0.0750220888929181,Rejected,Middle
1037,Economic,['Economic Offenses Act'],22,1,0.7627990528758054,0.8956512304019185,Granted,Middle
1038,Non-violent,"['Narcotics Act', 'IPC 379', 'Narcotics Act']",6,0,0.5130772183680499,0.8026758125262868,Granted,Low
1039,Non-violent,"['IPC 420', 'Cyber Laws']",26,0,0.6707472004717734,0.1395267805596692,Rejected,Low
1040,Economic,['IPC 307'],39,0,0.8473550539093668,0.7767682713500729,Rejected,Low
1041,Non-violent,"['IPC 302', 'Cyber Laws']",12,1,0.0095389540255449,0.62584666605061,Granted,Middle
1042,Economic,"['IPC 379', 'Narcotics Act', 'IPC 307']",35,1,0.4028900310500486,0.4091437879176223,Granted,High
1043,Violent,"['Economic Offenses Act', 'Cyber Laws', 'IPC 307']",14,0,0.9072431672770788,0.2540211490955627,Rejected,Low
1044,Economic,"['IPC 379', 'Narcotics Act', 'IPC 420']",22,1,0.7403130308439514,0.8597287835022325,Granted,Low
1045,Economic,['Economic Offenses Act'],23,1,0.5428413743340746,0.700188259294053,Granted,Low
1046,Cyber Crime,['IPC 379'],7,0,0.5296445270351334,0.5477399094691369,Granted,High
1047,Economic,"['IPC 302', 'IPC 302', 'Cyber Laws']",40,0,0.3477700976044378,0.6095685338984641,Granted,Middle
1048,Economic,"['Cyber Laws', 'IPC 379']",25,1,0.5205205336415145,0.0910661820821809,Granted,Middle
1049,Violent,['Economic Offenses Act'],13,0,0.6553831994634532,0.4739197609111919,Granted,Middle
1050,Cyber Crime,['Economic Offenses Act'],21,0,0.4183630384287931,0.193700292785702,Rejected,Low
1051,Drug-related,"['Cyber Laws', 'IPC 307']",41,1,0.714153146392174,0.2083836790088253,Rejected,Middle
1052,Violent,"['IPC 302', 'Narcotics Act', 'Cyber Laws']",10,1,0.8612322272603858,0.6613039622868667,Rejected,Low
1053,Violent,"['IPC 307', 'IPC 420']",9,0,0.1546848481848611,0.911256151834288,Rejected,High
1054,Drug-related,"['IPC 302', 'Economic Offenses Act']",15,1,0.4515470228174244,0.4037566104783465,Rejected,High
1055,Economic,"['IPC 379', 'Economic Offenses Act', 'IPC 420']",2,0,0.4080200912850811,0.2077492730121903,Rejected,Middle
1056,Non-violent,"['IPC 420', 'Cyber Laws']",25,0,0.6874648040497281,0.6487469372366542,Granted,Low
1057,Cyber Crime,"['IPC 379', 'IPC 420']",13,1,0.2498674652579293,0.8711870463503177,Granted,Low
1058,Non-violent,"['Cyber Laws', 'Narcotics Act']",34,0,0.6402509149522763,0.7483188011224908,Rejected,Middle
1059,Drug-related,['IPC 307'],34,0,0.877489241731488,0.8687572305365872,Rejected,High
1060,Violent,['IPC 302'],35,0,0.4181315997936227,0.5365546710107993,Rejected,High
1061,Violent,"['IPC 307', 'IPC 420']",38,1,0.91101569997922,0.7518762443691909,Granted,High
1062,Cyber Crime,"['IPC 307', 'IPC 379']",3,1,0.9931637389334784,0.1400645593589364,Granted,High
1063,Violent,"['Cyber Laws', 'IPC 420', 'Narcotics Act']",42,1,0.106092049947952,0.3482746153631915,Granted,High
1064,Violent,"['Cyber Laws', 'IPC 302']",6,0,0.2330531879848586,0.3895491644815224,Granted,Middle
1065,Cyber Crime,"['Cyber Laws', 'Cyber Laws', 'IPC 379']",19,0,0.9503797514820932,0.5112957462460346,Rejected,Middle
1066,Cyber Crime,"['Narcotics Act', 'IPC 379', 'Economic Offenses Act']",3,1,0.9583276864813868,0.9290763602568236,Rejected,Middle
1067,Drug-related,"['Narcotics Act', 'Economic Offenses Act', 'Economic Offenses Act']",18,1,0.0977072753867585,0.8742965602221743,Rejected,High
1068,Violent,['IPC 379'],39,1,0.0149985003771366,0.1345254922891845,Rejected,High
1069,Violent,"['IPC 420', 'Narcotics Act', 'IPC 307']",9,0,0.1611000232564222,0.1727896518824632,Granted,Middle
1070,Drug-related,['Economic Offenses Act'],12,1,0.9960127833822484,0.3576405495889113,Granted,Middle
1071,Economic,"['Economic Offenses Act', 'IPC 302', 'Economic Offenses Act']",5,0,0.1799996166106868,0.2907438658906739,Rejected,High
1072,Economic,"['Narcotics Act', 'Cyber Laws', 'Cyber Laws']",3,1,0.5025476067220231,0.6147709531562623,Granted,Low
1073,Economic,"['Narcotics Act', 'Economic Offenses Act', 'IPC 420']",11,0,0.848417726430511,0.9027760477645448,Granted,Middle
1074,Drug-related,['IPC 302'],30,0,0.0204016106882063,0.9622915416725868,Granted,High
1075,Violent,"['Cyber Laws', 'Narcotics Act']",4,1,0.6044889822584595,0.6536029525352265,Granted,High
1076,Drug-related,"['Cyber Laws', 'IPC 379', 'IPC 307']",5,0,0.2770254488696243,0.8381592014010867,Rejected,Middle
1077,Drug-related,"['Economic Offenses Act', 'IPC 420']",1,1,0.8623349164397316,0.5252022002307971,Granted,Low
1078,Economic,"['IPC 307', 'IPC 379']",27,0,0.2834611492640791,0.2083269468600397,Rejected,High
1079,Non-violent,"['Cyber Laws', 'IPC 307']",28,0,0.6867557202819089,0.5246884120934774,Granted,Middle
1080,Violent,"['Narcotics Act', 'IPC 420', 'IPC 379']",29,1,0.6742196324473969,0.5550826014376511,Granted,High
1081,Economic,['Cyber Laws'],18,0,0.22149354885964,0.7424575642135566,Rejected,High
1082,Non-violent,['IPC 420'],12,1,0.0347991998683501,0.2198829897073491,Rejected,High
1083,Non-violent,"['IPC 379', 'Cyber Laws', 'Narcotics Act']",13,1,0.4092495737853973,0.3683103820867317,Granted,High
1084,Cyber Crime,"['IPC 420', 'IPC 307']",41,1,0.2891931519658697,0.3640274692145663,Granted,Low
1085,Violent,"['IPC 420', 'IPC 302', 'IPC 420']",2,0,0.8089777496137086,0.9594395957411648,Rejected,Middle
1086,Non-violent,['Narcotics Act'],37,0,0.8003641884553453,0.4439449603267189,Granted,Middle
1087,Economic,['IPC 307'],45,0,0.4570239521926255,0.7550939672981465,Granted,Middle
1088,Cyber Crime,"['IPC 420', 'Economic Offenses Act']",16,1,0.6065122253232189,0.750811381374439,Rejected,Middle
1089,Violent,"['Cyber Laws', 'Economic Offenses Act']",24,1,0.6042595159869252,0.2655441848032414,Granted,Middle
1090,Drug-related,"['Economic Offenses Act', 'Cyber Laws', 'IPC 307']",35,0,0.8271581484276234,0.5718696893717321,Granted,Low
1091,Economic,"['Economic Offenses Act', 'IPC 379', 'IPC 420']",22,0,0.4250024141231975,0.8943028933186481,Granted,High
1092,Non-violent,"['Cyber Laws', 'Narcotics Act']",36,1,0.2754466797905091,0.4751977194569494,Granted,High
1093,Non-violent,"['IPC 307', 'Cyber Laws']",11,0,0.2650349181405474,0.945117507342546,Granted,Middle
1094,Economic,"['IPC 420', 'IPC 420', 'Cyber Laws']",46,1,0.5361922792822041,0.2144582293241616,Rejected,High
1095,Non-violent,"['IPC 302', 'IPC 302', 'Economic Offenses Act']",29,0,0.4491482027322125,0.0741591057740307,Granted,High
1096,Cyber Crime,"['Economic Offenses Act', 'IPC 307', 'IPC 302']",35,1,0.4401207709849362,0.8914538731447493,Rejected,High
1097,Violent,"['IPC 307', 'Narcotics Act', 'IPC 307']",15,0,0.0911373390897072,0.8476811979622166,Rejected,Middle
1098,Cyber Crime,['Cyber Laws'],31,0,0.7186037406901956,0.9925898759338448,Granted,Middle
1099,Non-violent,['IPC 302'],42,1,0.2137366879819107,0.6793934881124261,Rejected,Low
1100,Drug-related,"['IPC 379', 'IPC 420']",41,1,0.1969536302087213,0.9366879266671496,Granted,Middle
1101,Violent,['Economic Offenses Act'],43,1,0.4127583202773934,0.8269490250841108,Rejected,Low
1102,Violent,"['Economic Offenses Act', 'Economic Offenses Act']",16,0,0.2277783416178014,0.8444263331200869,Rejected,Middle
1103,Economic,"['Economic Offenses Act', 'Economic Offenses Act', 'Narcotics Act']",10,1,0.5838582673080154,0.5691415704542683,Rejected,High
1104,Economic,['IPC 302'],32,1,0.3714633393344715,0.3823645979167108,Granted,Low
1105,Drug-related,"['IPC 379', 'Narcotics Act']",2,0,0.4489117225927901,0.9345580725432818,Rejected,Low
1106,Violent,"['Narcotics Act', 'IPC 302']",24,1,0.5371693216040289,0.4321171756158944,Rejected,Low
1107,Drug-related,"['IPC 420', 'IPC 420', 'Cyber Laws']",23,1,0.2035355224818048,0.5388193672496691,Rejected,Middle
1108,Economic,"['IPC 420', 'Economic Offenses Act', 'IPC 302']",2,1,0.1557516228655298,0.4461143071251877,Granted,Low
1109,Economic,"['IPC 307', 'Economic Offenses Act', 'Economic Offenses Act']",38,0,0.8804219028736048,0.5648183139601971,Granted,Middle
1110,Violent,"['IPC 302', 'Cyber Laws', 'Narcotics Act']",31,0,0.433723702831421,0.4705050789923272,Rejected,Low
1111,Cyber Crime,['IPC 302'],40,0,0.4120936096325391,0.0479675585794758,Rejected,Middle
1112,Non-violent,['Narcotics Act'],26,1,0.0356121502728414,0.8820481860076986,Rejected,Low
1113,Economic,"['IPC 379', 'Narcotics Act']",29,0,0.4979763025873932,0.4443938189157698,Rejected,High
1114,Economic,['IPC 420'],3,1,0.5541697216110001,0.5889436485073487,Granted,High
1115,Cyber Crime,"['Cyber Laws', 'Economic Offenses Act']",14,1,0.5588408709546665,0.139187802757987,Granted,Low
1116,Cyber Crime,"['IPC 420', 'IPC 420']",25,1,0.7070311693228843,0.0033878479826391,Granted,Middle
1117,Drug-related,"['IPC 302', 'Narcotics Act', 'IPC 379']",1,0,0.1774818349910117,0.2452900936436429,Rejected,Middle
1118,Drug-related,"['Economic Offenses Act', 'Cyber Laws']",3,0,0.2522231342306188,0.7045860321333502,Granted,Middle
1119,Non-violent,['Cyber Laws'],26,1,0.8107304652304127,0.0991945301128786,Rejected,High
1120,Non-violent,"['IPC 420', 'IPC 379', 'Narcotics Act']",18,1,0.947170616843394,0.9088874403864678,Rejected,High
1121,Violent,"['IPC 307', 'Cyber Laws']",9,0,0.1359327473673206,0.2150225693561845,Rejected,High
1122,Drug-related,['Cyber Laws'],38,0,0.4976495545052182,0.2045936142917758,Granted,Middle
1123,Economic,"['Cyber Laws', 'IPC 302', 'Cyber Laws']",23,0,0.2141762527395868,0.1815079616214955,Rejected,Middle
1124,Drug-related,"['IPC 379', 'IPC 307']",21,1,0.0600731683549824,0.0139817129713647,Granted,Middle
1125,Economic,"['IPC 379', 'IPC 420', 'IPC 302']",1,0,0.3255033381261354,0.7718054684782346,Rejected,Low
1126,Cyber Crime,"['Economic Offenses Act', 'Narcotics Act', 'Economic Offenses Act']",21,0,0.1436876251842127,0.8750345312452585,Granted,Low
1127,Drug-related,['Cyber Laws'],27,0,0.7099330734342463,0.6141627026161989,Rejected,Low
1128,Cyber Crime,['Economic Offenses Act'],42,1,0.5337254136714444,0.1881999816798623,Granted,High
1129,Non-violent,['Economic Offenses Act'],6,0,0.1438344709903108,0.2852779969408797,Rejected,High
1130,Non-violent,"['Narcotics Act', 'IPC 307']",44,1,0.0092415884055143,0.4759266973649633,Granted,Middle
1131,Violent,"['Economic Offenses Act', 'Cyber Laws', 'IPC 420']",36,1,0.8081570490242127,0.9543459516233008,Rejected,Low
1132,Drug-related,['Narcotics Act'],28,1,0.1761944061642475,0.2473513718177428,Rejected,Middle
1133,Cyber Crime,"['IPC 307', 'IPC 307', 'IPC 302']",45,0,0.606216642220766,0.731645903919888,Rejected,Low
1134,Economic,['IPC 302'],17,0,0.3369219130767455,0.4394482232929203,Granted,Low
1135,Non-violent,"['IPC 420', 'IPC 302']",40,0,0.5854859383150356,0.2978473483600218,Rejected,Middle
1136,Non-violent,['Economic Offenses Act'],3,1,0.315653626982324,0.4559159370221137,Rejected,Middle
1137,Economic,['IPC 302'],12,0,0.0869395606922541,0.0712067175412325,Rejected,Low
1138,Cyber Crime,"['IPC 307', 'IPC 379']",39,1,0.2229500085577536,0.7986873709303625,Granted,Low
1139,Cyber Crime,['Economic Offenses Act'],12,0,0.1880585664790756,0.2433019279829671,Rejected,High
1140,Drug-related,"['IPC 379', 'IPC 307']",2,0,0.4280193524396438,0.7254121231929704,Rejected,Middle
1141,Drug-related,"['IPC 379', 'Narcotics Act', 'Economic Offenses Act']",46,0,0.6582837834261573,0.0683483714481947,Granted,Middle
1142,Violent,['IPC 302'],22,0,0.2638060749463575,0.955098556165686,Rejected,Middle
1143,Non-violent,['Narcotics Act'],23,1,0.0120699353006179,0.1930149854056986,Granted,Middle
1144,Drug-related,"['IPC 307', 'Cyber Laws', 'IPC 307']",30,1,0.5189373642647569,0.8827420762070805,Rejected,Low
1145,Cyber Crime,"['IPC 302', 'Cyber Laws', 'Economic Offenses Act']",5,1,0.6057594893589721,0.8094732096154345,Granted,High
1146,Economic,['IPC 307'],9,1,0.9628704940018096,0.967859924081416,Granted,Middle
1147,Cyber Crime,['Cyber Laws'],21,0,0.5894708030932468,0.4778906609457496,Granted,Low
1148,Non-violent,"['IPC 307', 'Narcotics Act']",11,1,0.4711725593781418,0.7273972938459515,Rejected,Low
1149,Cyber Crime,"['Narcotics Act', 'Cyber Laws', 'Narcotics Act']",5,1,0.5734016258977038,0.370710657037784,Rejected,Low
1150,Violent,"['IPC 302', 'IPC 379', 'IPC 420']",35,1,0.927900629862027,0.1843682380196938,Granted,Low
1151,Non-violent,"['IPC 302', 'IPC 420', 'IPC 307']",27,0,0.8283781456016462,0.4430759329334488,Rejected,Low
1152,Economic,"['Narcotics Act', 'Economic Offenses Act', 'IPC 420']",2,1,0.322978733363808,0.1657490153884548,Rejected,Middle
1153,Violent,"['IPC 302', 'IPC 302']",24,1,0.2372543636571372,0.982044622786384,Granted,Middle
1154,Non-violent,['Cyber Laws'],31,0,0.2626336123660736,0.0962464911407163,Granted,High
1155,Economic,"['IPC 302', 'IPC 420', 'IPC 379']",33,0,0.504421039715213,0.5892117234526204,Granted,Middle
1156,Violent,"['IPC 307', 'IPC 302', 'Economic Offenses Act']",39,1,0.7440494512285778,0.6264638552540559,Granted,Low
1157,Violent,['Narcotics Act'],30,1,0.5032192071829621,0.5380795428740542,Rejected,High
1158,Non-violent,"['IPC 302', 'IPC 302']",46,0,0.0677963958281125,0.6621858857118336,Rejected,Low
1159,Drug-related,"['Cyber Laws', 'IPC 420', 'IPC 302']",37,1,0.7235807004399809,0.1161807750118909,Rejected,Low
1160,Violent,"['IPC 307', 'Cyber Laws', 'IPC 379']",28,0,0.8059701286709539,0.5550185242052911,Rejected,Middle
1161,Violent,"['Economic Offenses Act', 'IPC 379', 'Economic Offenses Act']",31,1,0.2894978651197196,0.2872125711273615,Rejected,Low
1162,Economic,['IPC 302'],11,1,0.6641257392833504,0.9401760633010566,Rejected,Middle
1163,Cyber Crime,"['Narcotics Act', 'Narcotics Act']",23,1,0.4265919010543934,0.7620716534397257,Granted,Low
1164,Non-violent,['Economic Offenses Act'],2,1,0.8891193557274428,0.9725144821597428,Rejected,High
1165,Non-violent,"['Cyber Laws', 'IPC 307']",40,1,0.8452255581607399,0.0375560697401895,Rejected,Low
1166,Drug-related,"['Narcotics Act', 'Narcotics Act']",41,0,0.5254319983096423,0.2851331751807087,Rejected,Middle
1167,Drug-related,"['Cyber Laws', 'IPC 302', 'IPC 302']",27,0,0.6915055458135945,0.195422586638349,Granted,Low
1168,Non-violent,"['IPC 379', 'IPC 379', 'IPC 302']",35,1,0.883349701022104,0.0111545873118305,Granted,Middle
1169,Drug-related,['IPC 379'],2,1,0.4957170100782755,0.2423257302463214,Rejected,Middle
1170,Economic,"['Economic Offenses Act', 'IPC 379']",39,1,0.3132507404888219,0.6787759835204289,Granted,High
1171,Non-violent,"['IPC 420', 'IPC 379', 'IPC 302']",37,0,0.7536661379095813,0.2310889221345685,Granted,Middle
1172,Drug-related,"['IPC 379', 'Cyber Laws']",21,0,0.2200662547846917,0.5090034454826182,Rejected,High
1173,Non-violent,"['Cyber Laws', 'Economic Offenses Act']",5,0,0.388531148006042,0.8878181149649986,Rejected,High
1174,Cyber Crime,['IPC 379'],45,0,0.8657272371067937,0.6937579203490752,Rejected,Low
1175,Violent,"['IPC 307', 'IPC 302']",21,0,0.7244223402693151,0.3946290699060319,Granted,High
1176,Non-violent,"['IPC 420', 'IPC 307', 'Narcotics Act']",29,0,0.4038110052474992,0.3724689389121083,Granted,Middle
1177,Violent,"['IPC 302', 'IPC 302']",20,0,0.2147445024083574,0.4557358140084847,Rejected,Middle
1178,Drug-related,"['IPC 420', 'Cyber Laws', 'IPC 379']",38,0,0.3559683908322365,0.1770414410599063,Granted,High
1179,Violent,"['IPC 420', 'IPC 379']",20,1,0.284104149227433,0.6340007674159881,Granted,Low
1180,Non-violent,"['IPC 379', 'IPC 420']",25,0,0.1760892879438539,0.3641528191046055,Granted,High
1181,Cyber Crime,['IPC 307'],2,0,0.7433329135656567,0.8523653492620437,Rejected,High
1182,Drug-related,"['IPC 302', 'Economic Offenses Act']",32,0,0.2520698868501715,0.7565526600578163,Rejected,Middle
1183,Non-violent,"['IPC 420', 'Cyber Laws']",26,0,0.4541674701677638,0.61051316409216,Rejected,Low
1184,Drug-related,"['IPC 302', 'Economic Offenses Act', 'IPC 420']",6,1,0.385859446836109,0.364202222649516,Rejected,Low
1185,Economic,"['Economic Offenses Act', 'Cyber Laws', 'Narcotics Act']",41,0,0.9820773786356308,0.2099318316734844,Rejected,Low
1186,Violent,['Economic Offenses Act'],3,1,0.3910922441482205,0.7761518641056229,Granted,Low
1187,Economic,"['IPC 379', 'IPC 307']",33,1,0.0799824827967548,0.4864090989910865,Granted,Middle
1188,Non-violent,"['Cyber Laws', 'IPC 307']",1,1,0.089825752572084,0.2247500381773575,Granted,Low
1189,Cyber Crime,['IPC 307'],5,0,0.5907537213530648,0.1951746150400062,Granted,Low
1190,Drug-related,"['IPC 379', 'IPC 379']",13,0,0.5993635517382656,0.165400904501359,Granted,Low
1191,Violent,['IPC 379'],19,0,0.4187589904826549,0.777161196205595,Granted,Middle
1192,Drug-related,"['IPC 379', 'IPC 302']",12,1,0.4318436923120297,0.2289871853003117,Rejected,Middle
1193,Non-violent,"['IPC 379', 'IPC 420', 'IPC 302']",25,1,0.0539325828408712,0.5266422635251975,Rejected,Low
1194,Drug-related,['IPC 420'],35,1,0.5165465103892622,0.4515463609730564,Granted,Middle
1195,Violent,"['Economic Offenses Act', 'IPC 307']",12,1,0.5047394753803517,0.5796108992282839,Rejected,High
1196,Non-violent,"['Economic Offenses Act', 'IPC 307', 'IPC 420']",30,0,0.1495493185569445,0.8771549003711943,Granted,Low
1197,Drug-related,"['IPC 420', 'Economic Offenses Act', 'Economic Offenses Act']",5,0,0.1038393861109275,0.8677473900817306,Granted,Middle
1198,Cyber Crime,['Cyber Laws'],34,0,0.1235724905994904,0.4510760718248596,Rejected,Low
1199,Non-violent,['IPC 307'],22,1,0.1010282464912585,0.0153662507347233,Rejected,Low
1200,Non-violent,"['IPC 379', 'IPC 307']",39,1,0.6097081955367598,0.4264438057143032,Granted,Middle
1201,Cyber Crime,['IPC 302'],13,0,0.1964826524029186,0.6061935374241404,Rejected,High
1202,Economic,['IPC 420'],47,0,0.2514301521874634,0.5577647590980618,Granted,Low
1203,Violent,"['Narcotics Act', 'Cyber Laws']",3,1,0.1735721441514397,0.6513361058002055,Granted,High
1204,Economic,['IPC 302'],20,0,0.9578353044485032,0.1540757324730834,Granted,Middle
1205,Drug-related,"['Narcotics Act', 'Economic Offenses Act']",31,0,0.8546174631518354,0.6465350987807326,Granted,Low
1206,Cyber Crime,"['IPC 307', 'Cyber Laws']",5,1,0.2304948373515208,0.1826516187437722,Granted,Middle
1207,Economic,"['Cyber Laws', 'IPC 302', 'Narcotics Act']",24,1,0.327566293922126,0.750523980696749,Rejected,Middle
1208,Non-violent,['IPC 307'],40,1,0.2098928423049971,0.33908761326268,Granted,Middle
1209,Drug-related,['Cyber Laws'],33,0,0.4918759594608237,0.7098954333814536,Rejected,Middle
1210,Drug-related,['IPC 379'],8,1,0.0196105324742535,0.047865598906107,Granted,Low
1211,Economic,"['Economic Offenses Act', 'IPC 420', 'IPC 379']",24,0,0.6713680088967957,0.4078600255909134,Rejected,High
1212,Economic,"['Narcotics Act', 'IPC 420']",20,0,0.5231581498176416,0.7050345222633327,Granted,High
1213,Cyber Crime,"['Cyber Laws', 'Economic Offenses Act', 'IPC 379']",16,1,0.8986389283011033,0.2268705163314941,Rejected,Low
1214,Violent,"['IPC 307', 'IPC 302']",12,0,0.1643926843284141,0.7952870447972226,Granted,Low
1215,Economic,['Economic Offenses Act'],13,1,0.8041092460611317,0.630779733104932,Granted,High
1216,Economic,"['Narcotics Act', 'Narcotics Act', 'IPC 307']",45,1,0.7919610144667157,0.5875617721497983,Rejected,High
1217,Non-violent,['Narcotics Act'],42,0,0.1271811892168869,0.3535488542043371,Rejected,Low
1218,Drug-related,"['Narcotics Act', 'IPC 379', 'Narcotics Act']",39,0,0.3985592241441276,0.4824514703811176,Rejected,Middle
1219,Violent,"['Narcotics Act', 'Narcotics Act']",25,1,0.1701526411445169,0.5973493009778531,Rejected,Low
1220,Non-violent,['IPC 379'],46,1,0.2547205004575489,0.4724621139148904,Rejected,High
1221,Cyber Crime,"['IPC 302', 'IPC 420']",32,1,0.2632461748305443,0.6983133239405601,Rejected,Middle
1222,Cyber Crime,"['Cyber Laws', 'IPC 379', 'IPC 420']",24,1,0.5562363940257727,0.4336969331069595,Granted,High
1223,Economic,"['IPC 307', 'Narcotics Act', 'IPC 379']",47,1,0.4114109317604655,0.2022731817420303,Granted,Middle
1224,Economic,"['Narcotics Act', 'Narcotics Act', 'Cyber Laws']",44,1,0.9477328040063052,0.2139337828010472,Granted,High
1225,Cyber Crime,"['Cyber Laws', 'IPC 302']",9,0,0.1263701419470051,0.005803768842941,Rejected,Middle
1226,Economic,"['Economic Offenses Act', 'IPC 307', 'Narcotics Act']",40,0,0.9736921348501988,0.3009577155586724,Rejected,Low
1227,Violent,"['IPC 307', 'Economic Offenses Act', 'Economic Offenses Act']",23,0,0.2306386402142639,0.7489176404785196,Rejected,Low
1228,Economic,['IPC 420'],13,0,0.7728739363818531,0.7941627088376095,Granted,Middle
1229,Drug-related,['Economic Offenses Act'],32,1,0.3389699261728214,0.20246754209575,Rejected,Middle
1230,Economic,"['Narcotics Act', 'Economic Offenses Act']",15,0,0.1430813954173139,0.9590439968714076,Granted,Low
1231,Non-violent,['IPC 302'],36,0,0.8578891852462399,0.5024027934801267,Rejected,Low
1232,Violent,['Economic Offenses Act'],5,1,0.3088608992364632,0.9169787490185026,Rejected,Middle
1233,Non-violent,"['Cyber Laws', 'IPC 307']",22,0,0.6588554042268422,0.7067652818616311,Rejected,Middle
1234,Non-violent,['Economic Offenses Act'],16,1,0.5664436850866266,0.7224334230224131,Granted,Low
1235,Drug-related,['Cyber Laws'],41,1,0.4717563093908743,0.0850436213060711,Rejected,High
1236,Violent,"['IPC 379', 'Narcotics Act']",10,1,0.4958194726485391,0.2199911268969306,Granted,Low
1237,Violent,"['Economic Offenses Act', 'IPC 302']",24,1,0.7322379140922876,0.0088148332944726,Rejected,Middle
1238,Violent,['Cyber Laws'],18,1,0.0877729141234405,0.7161276404767375,Rejected,Middle
1239,Violent,"['Narcotics Act', 'IPC 302']",18,0,0.6681806619579052,0.34443828842851,Rejected,High
1240,Violent,"['IPC 302', 'Cyber Laws']",7,0,0.8958121013985787,0.7866525160763468,Rejected,Low
1241,Drug-related,['Cyber Laws'],4,0,0.0577881970198641,0.3389362199370263,Granted,Middle
