Crime_Type,Charges_Filed,Time_Served_Months,Prior_Criminal_History,Risk_of_Flight,Influence_on_Trial,Bail_Decision,Socio_Economic_Status
Economic,['Cyber Laws'],16,1,0.48528071711019827,0.04657994208654159,Granted,High
Violent,"['IPC 420', 'IPC 420', 'IPC 379']",13,1,0.542033345097202,0.7051131466389949,Rejected,Low
Drug-related,['Economic Offenses Act'],39,0,0.9190382770286711,0.8502987365717918,Rejected,Low
Drug-related,"['Narcotics Act', 'IPC 307', 'IPC 379']",33,1,0.8999095433546718,0.4340710818159804,Granted,Middle
Non-violent,['IPC 379'],26,1,0.448160873369002,0.9285220750424297,Rejected,Middle
Cyber Crime,"['Economic Offenses Act', 'Economic Offenses Act', 'Narcotics Act']",1,0,0.27441263163568175,0.5902990717555996,Rejected,Middle
Violent,['IPC 302'],38,1,0.39317043456426415,0.6300071354465232,Rejected,Middle
Violent,"['IPC 420', 'IPC 379', 'IPC 379']",2,0,0.38776432852974974,0.8454192017007699,Rejected,Low
Economic,['IPC 379'],6,1,0.28686687498279395,0.2968002050518389,Granted,High
Drug-related,"['IPC 379', 'Cyber Laws']",46,0,0.26857960433296657,0.3542657213276258,Granted,Low
Violent,"['IPC 420', 'Narcotics Act', 'IPC 379']",38,1,0.8610629364797194,0.9059519191946444,Rejected,High
Drug-related,"['Cyber Laws', 'Economic Offenses Act']",42,1,0.06986192068466168,0.9009634960387638,Granted,Middle
Violent,"['IPC 307', 'IPC 302']",24,1,0.6776111820995941,0.9764827762008709,Granted,Middle
Non-violent,"['Economic Offenses Act', 'IPC 379', 'IPC 307']",18,0,0.1728200514564523,0.9018383164416711,Granted,High
Cyber Crime,"['IPC 379', 'Narcotics Act', 'Narcotics Act']",27,1,0.34450589339406323,0.1273720360333609,Granted,Middle
Violent,['IPC 307'],41,0,0.06154303413483686,0.8237242861369873,Granted,Low
Drug-related,"['IPC 302', 'IPC 420', 'Narcotics Act']",8,0,0.26997363685546205,0.40983847810959406,Rejected,Middle
Non-violent,['Economic Offenses Act'],28,0,0.7684210711172421,0.9908013559459379,Granted,Middle
Violent,"['IPC 379', 'IPC 307', 'IPC 307']",10,0,0.8850153245472586,0.47228096432880107,Rejected,Middle
Economic,['IPC 379'],17,1,0.22152715190236705,0.5538360825022206,Granted,Middle
Cyber Crime,['IPC 420'],29,1,0.46354783925892185,0.5297749152567985,Rejected,Low
Violent,"['Economic Offenses Act', 'IPC 379', 'Cyber Laws']",6,1,0.4703240479372064,0.3217370298582778,Rejected,High
Non-violent,"['Economic Offenses Act', 'IPC 420']",14,0,0.8735753057597342,0.07502208889291817,Rejected,Middle
Economic,['Economic Offenses Act'],22,1,0.7627990528758054,0.8956512304019185,Granted,Middle
Non-violent,"['Narcotics Act', 'IPC 379', 'Narcotics Act']",6,0,0.5130772183680499,0.8026758125262868,Granted,Low
Non-violent,"['IPC 420', 'Cyber Laws']",26,0,0.6707472004717734,0.13952678055966927,Rejected,Low
Economic,['IPC 307'],39,0,0.8473550539093668,0.7767682713500729,Rejected,Low
Non-violent,"['IPC 302', 'Cyber Laws']",12,1,0.009538954025544943,0.62584666605061,Granted,Middle
Economic,"['IPC 379', 'Narcotics Act', 'IPC 307']",35,1,0.4028900310500486,0.4091437879176223,Granted,High
Violent,"['Economic Offenses Act', 'Cyber Laws', 'IPC 307']",14,0,0.9072431672770787,0.2540211490955627,Rejected,Low
Economic,"['IPC 379', 'Narcotics Act', 'IPC 420']",22,1,0.7403130308439514,0.8597287835022325,Granted,Low
Economic,['Economic Offenses Act'],23,1,0.5428413743340746,0.700188259294053,Granted,Low
Cyber Crime,['IPC 379'],7,0,0.5296445270351334,0.5477399094691369,Granted,High
Economic,"['IPC 302', 'IPC 302', 'Cyber Laws']",40,0,0.3477700976044378,0.6095685338984641,Granted,Middle
Economic,"['Cyber Laws', 'IPC 379']",25,1,0.5205205336415145,0.09106618208218098,Granted,Middle
Violent,['Economic Offenses Act'],13,0,0.6553831994634532,0.4739197609111919,Granted,Middle
Cyber Crime,['Economic Offenses Act'],21,0,0.4183630384287931,0.193700292785702,Rejected,Low
Drug-related,"['Cyber Laws', 'IPC 307']",41,1,0.714153146392174,0.20838367900882537,Rejected,Middle
Violent,"['IPC 302', 'Narcotics Act', 'Cyber Laws']",10,1,0.8612322272603858,0.6613039622868667,Rejected,Low
Violent,"['IPC 307', 'IPC 420']",9,0,0.15468484818486117,0.9112561518342881,Rejected,High
Drug-related,"['IPC 302', 'Economic Offenses Act']",15,1,0.4515470228174244,0.40375661047834654,Rejected,High
Economic,"['IPC 379', 'Economic Offenses Act', 'IPC 420']",2,0,0.4080200912850811,0.20774927301219037,Rejected,Middle
Non-violent,"['IPC 420', 'Cyber Laws']",25,0,0.6874648040497281,0.6487469372366542,Granted,Low
Cyber Crime,"['IPC 379', 'IPC 420']",13,1,0.24986746525792936,0.8711870463503177,Granted,Low
Non-violent,"['Cyber Laws', 'Narcotics Act']",34,0,0.6402509149522763,0.7483188011224908,Rejected,Middle
Drug-related,['IPC 307'],34,0,0.877489241731488,0.8687572305365872,Rejected,High
Violent,['IPC 302'],35,0,0.4181315997936227,0.5365546710107993,Rejected,High
Violent,"['IPC 307', 'IPC 420']",38,1,0.91101569997922,0.7518762443691909,Granted,High
Cyber Crime,"['IPC 307', 'IPC 379']",3,1,0.9931637389334784,0.14006455935893647,Granted,High
Violent,"['Cyber Laws', 'IPC 420', 'Narcotics Act']",42,1,0.10609204994795207,0.3482746153631915,Granted,High
Violent,"['Cyber Laws', 'IPC 302']",6,0,0.23305318798485863,0.38954916448152244,Granted,Middle
Cyber Crime,"['Cyber Laws', 'Cyber Laws', 'IPC 379']",19,0,0.9503797514820932,0.5112957462460346,Rejected,Middle
Cyber Crime,"['Narcotics Act', 'IPC 379', 'Economic Offenses Act']",3,1,0.9583276864813868,0.9290763602568237,Rejected,Middle
Drug-related,"['Narcotics Act', 'Economic Offenses Act', 'Economic Offenses Act']",18,1,0.0977072753867585,0.8742965602221743,Rejected,High
Violent,['IPC 379'],39,1,0.014998500377136681,0.13452549228918453,Rejected,High
Violent,"['IPC 420', 'Narcotics Act', 'IPC 307']",9,0,0.16110002325642225,0.1727896518824632,Granted,Middle
Drug-related,['Economic Offenses Act'],12,1,0.9960127833822483,0.35764054958891134,Granted,Middle
Economic,"['Economic Offenses Act', 'IPC 302', 'Economic Offenses Act']",5,0,0.17999961661068686,0.2907438658906739,Rejected,High
Economic,"['Narcotics Act', 'Cyber Laws', 'Cyber Laws']",3,1,0.5025476067220231,0.6147709531562623,Granted,Low
Economic,"['Narcotics Act', 'Economic Offenses Act', 'IPC 420']",11,0,0.848417726430511,0.9027760477645449,Granted,Middle
Drug-related,['IPC 302'],30,0,0.02040161068820634,0.9622915416725868,Granted,High
Violent,"['Cyber Laws', 'Narcotics Act']",4,1,0.6044889822584595,0.6536029525352265,Granted,High
Drug-related,"['Cyber Laws', 'IPC 379', 'IPC 307']",5,0,0.2770254488696243,0.8381592014010867,Rejected,Middle
Drug-related,"['Economic Offenses Act', 'IPC 420']",1,1,0.8623349164397316,0.5252022002307971,Granted,Low
Economic,"['IPC 307', 'IPC 379']",27,0,0.28346114926407917,0.20832694686003972,Rejected,High
Non-violent,"['Cyber Laws', 'IPC 307']",28,0,0.6867557202819089,0.5246884120934774,Granted,Middle
Violent,"['Narcotics Act', 'IPC 420', 'IPC 379']",29,1,0.6742196324473969,0.5550826014376511,Granted,High
Economic,['Cyber Laws'],18,0,0.22149354885964,0.7424575642135566,Rejected,High
Non-violent,['IPC 420'],12,1,0.03479919986835012,0.2198829897073491,Rejected,High
Non-violent,"['IPC 379', 'Cyber Laws', 'Narcotics Act']",13,1,0.4092495737853973,0.3683103820867317,Granted,High
Cyber Crime,"['IPC 420', 'IPC 307']",41,1,0.2891931519658697,0.3640274692145663,Granted,Low
Violent,"['IPC 420', 'IPC 302', 'IPC 420']",2,0,0.8089777496137086,0.9594395957411649,Rejected,Middle
Non-violent,['Narcotics Act'],37,0,0.8003641884553453,0.44394496032671893,Granted,Middle
Economic,['IPC 307'],45,0,0.4570239521926255,0.7550939672981465,Granted,Middle
Cyber Crime,"['IPC 420', 'Economic Offenses Act']",16,1,0.6065122253232189,0.750811381374439,Rejected,Middle
Violent,"['Cyber Laws', 'Economic Offenses Act']",24,1,0.6042595159869252,0.2655441848032414,Granted,Middle
Drug-related,"['Economic Offenses Act', 'Cyber Laws', 'IPC 307']",35,0,0.8271581484276234,0.5718696893717321,Granted,Low
Economic,"['Economic Offenses Act', 'IPC 379', 'IPC 420']",22,0,0.4250024141231975,0.8943028933186481,Granted,High
Non-violent,"['Cyber Laws', 'Narcotics Act']",36,1,0.2754466797905091,0.47519771945694944,Granted,High
Non-violent,"['IPC 307', 'Cyber Laws']",11,0,0.26503491814054747,0.9451175073425461,Granted,Middle
Economic,"['IPC 420', 'IPC 420', 'Cyber Laws']",46,1,0.5361922792822041,0.2144582293241616,Rejected,High
Non-violent,"['IPC 302', 'IPC 302', 'Economic Offenses Act']",29,0,0.44914820273221256,0.07415910577403073,Granted,High
Cyber Crime,"['Economic Offenses Act', 'IPC 307', 'IPC 302']",35,1,0.4401207709849362,0.8914538731447493,Rejected,High
Violent,"['IPC 307', 'Narcotics Act', 'IPC 307']",15,0,0.09113733908970723,0.8476811979622166,Rejected,Middle
Cyber Crime,['Cyber Laws'],31,0,0.7186037406901956,0.9925898759338447,Granted,Middle
Non-violent,['IPC 302'],42,1,0.2137366879819107,0.6793934881124261,Rejected,Low
Drug-related,"['IPC 379', 'IPC 420']",41,1,0.19695363020872136,0.9366879266671495,Granted,Middle
Violent,['Economic Offenses Act'],43,1,0.41275832027739345,0.8269490250841108,Rejected,Low
Violent,"['Economic Offenses Act', 'Economic Offenses Act']",16,0,0.22777834161780142,0.8444263331200869,Rejected,Middle
Economic,"['Economic Offenses Act', 'Economic Offenses Act', 'Narcotics Act']",10,1,0.5838582673080154,0.5691415704542683,Rejected,High
Economic,['IPC 302'],32,1,0.3714633393344715,0.38236459791671085,Granted,Low
Drug-related,"['IPC 379', 'Narcotics Act']",2,0,0.4489117225927901,0.9345580725432818,Rejected,Low
Violent,"['Narcotics Act', 'IPC 302']",24,1,0.5371693216040289,0.43211717561589447,Rejected,Low
Drug-related,"['IPC 420', 'IPC 420', 'Cyber Laws']",23,1,0.20353552248180484,0.5388193672496691,Rejected,Middle
Economic,"['IPC 420', 'Economic Offenses Act', 'IPC 302']",2,1,0.1557516228655298,0.44611430712518774,Granted,Low
Economic,"['IPC 307', 'Economic Offenses Act', 'Economic Offenses Act']",38,0,0.8804219028736048,0.5648183139601971,Granted,Middle
Violent,"['IPC 302', 'Cyber Laws', 'Narcotics Act']",31,0,0.43372370283142103,0.4705050789923272,Rejected,Low
Cyber Crime,['IPC 302'],40,0,0.41209360963253916,0.04796755857947588,Rejected,Middle
Non-violent,['Narcotics Act'],26,1,0.03561215027284148,0.8820481860076986,Rejected,Low
Economic,"['IPC 379', 'Narcotics Act']",29,0,0.4979763025873932,0.4443938189157698,Rejected,High
Economic,['IPC 420'],3,1,0.5541697216110001,0.5889436485073487,Granted,High
Cyber Crime,"['Cyber Laws', 'Economic Offenses Act']",14,1,0.5588408709546665,0.13918780275798703,Granted,Low
Cyber Crime,"['IPC 420', 'IPC 420']",25,1,0.7070311693228843,0.003387847982639136,Granted,Middle
Drug-related,"['IPC 302', 'Narcotics Act', 'IPC 379']",1,0,0.17748183499101178,0.24529009364364296,Rejected,Middle
Drug-related,"['Economic Offenses Act', 'Cyber Laws']",3,0,0.2522231342306188,0.7045860321333502,Granted,Middle
Non-violent,['Cyber Laws'],26,1,0.8107304652304127,0.0991945301128786,Rejected,High
Non-violent,"['IPC 420', 'IPC 379', 'Narcotics Act']",18,1,0.947170616843394,0.9088874403864678,Rejected,High
Violent,"['IPC 307', 'Cyber Laws']",9,0,0.13593274736732064,0.21502256935618458,Rejected,High
Drug-related,['Cyber Laws'],38,0,0.4976495545052182,0.2045936142917758,Granted,Middle
Economic,"['Cyber Laws', 'IPC 302', 'Cyber Laws']",23,0,0.21417625273958685,0.18150796162149552,Rejected,Middle
Drug-related,"['IPC 379', 'IPC 307']",21,1,0.06007316835498244,0.013981712971364746,Granted,Middle
Economic,"['IPC 379', 'IPC 420', 'IPC 302']",1,0,0.3255033381261354,0.7718054684782346,Rejected,Low
Cyber Crime,"['Economic Offenses Act', 'Narcotics Act', 'Economic Offenses Act']",21,0,0.14368762518421274,0.8750345312452585,Granted,Low
Drug-related,['Cyber Laws'],27,0,0.7099330734342463,0.6141627026161989,Rejected,Low
Cyber Crime,['Economic Offenses Act'],42,1,0.5337254136714444,0.1881999816798623,Granted,High
Non-violent,['Economic Offenses Act'],6,0,0.14383447099031088,0.28527799694087974,Rejected,High
Non-violent,"['Narcotics Act', 'IPC 307']",44,1,0.009241588405514367,0.4759266973649633,Granted,Middle
Violent,"['Economic Offenses Act', 'Cyber Laws', 'IPC 420']",36,1,0.8081570490242127,0.9543459516233008,Rejected,Low
Drug-related,['Narcotics Act'],28,1,0.17619440616424753,0.2473513718177428,Rejected,Middle
Cyber Crime,"['IPC 307', 'IPC 307', 'IPC 302']",45,0,0.606216642220766,0.731645903919888,Rejected,Low
Economic,['IPC 302'],17,0,0.33692191307674557,0.4394482232929203,Granted,Low
Non-violent,"['IPC 420', 'IPC 302']",40,0,0.5854859383150356,0.2978473483600218,Rejected,Middle
Non-violent,['Economic Offenses Act'],3,1,0.315653626982324,0.45591593702211375,Rejected,Middle
Economic,['IPC 302'],12,0,0.08693956069225417,0.07120671754123253,Rejected,Low
Cyber Crime,"['IPC 307', 'IPC 379']",39,1,0.2229500085577536,0.7986873709303625,Granted,Low
Cyber Crime,['Economic Offenses Act'],12,0,0.1880585664790756,0.24330192798296713,Rejected,High
Drug-related,"['IPC 379', 'IPC 307']",2,0,0.42801935243964384,0.7254121231929704,Rejected,Middle
Drug-related,"['IPC 379', 'Narcotics Act', 'Economic Offenses Act']",46,0,0.6582837834261573,0.06834837144819472,Granted,Middle
Violent,['IPC 302'],22,0,0.26380607494635755,0.9550985561656861,Rejected,Middle
Non-violent,['Narcotics Act'],23,1,0.012069935300617951,0.1930149854056986,Granted,Middle
Drug-related,"['IPC 307', 'Cyber Laws', 'IPC 307']",30,1,0.5189373642647569,0.8827420762070805,Rejected,Low
Cyber Crime,"['IPC 302', 'Cyber Laws', 'Economic Offenses Act']",5,1,0.6057594893589721,0.8094732096154345,Granted,High
Economic,['IPC 307'],9,1,0.9628704940018097,0.967859924081416,Granted,Middle
Cyber Crime,['Cyber Laws'],21,0,0.5894708030932468,0.4778906609457496,Granted,Low
Non-violent,"['IPC 307', 'Narcotics Act']",11,1,0.47117255937814184,0.7273972938459515,Rejected,Low
Cyber Crime,"['Narcotics Act', 'Cyber Laws', 'Narcotics Act']",5,1,0.5734016258977038,0.37071065703778405,Rejected,Low
Violent,"['IPC 302', 'IPC 379', 'IPC 420']",35,1,0.927900629862027,0.18436823801969382,Granted,Low
Non-violent,"['IPC 302', 'IPC 420', 'IPC 307']",27,0,0.8283781456016462,0.4430759329334488,Rejected,Low
Economic,"['Narcotics Act', 'Economic Offenses Act', 'IPC 420']",2,1,0.322978733363808,0.16574901538845488,Rejected,Middle
Violent,"['IPC 302', 'IPC 302']",24,1,0.23725436365713726,0.9820446227863839,Granted,Middle
Non-violent,['Cyber Laws'],31,0,0.26263361236607363,0.09624649114071637,Granted,High
Economic,"['IPC 302', 'IPC 420', 'IPC 379']",33,0,0.504421039715213,0.5892117234526204,Granted,Middle
Violent,"['IPC 307', 'IPC 302', 'Economic Offenses Act']",39,1,0.7440494512285778,0.6264638552540559,Granted,Low
Violent,['Narcotics Act'],30,1,0.5032192071829621,0.5380795428740542,Rejected,High
Non-violent,"['IPC 302', 'IPC 302']",46,0,0.06779639582811259,0.6621858857118336,Rejected,Low
Drug-related,"['Cyber Laws', 'IPC 420', 'IPC 302']",37,1,0.7235807004399809,0.11618077501189095,Rejected,Low
Violent,"['IPC 307', 'Cyber Laws', 'IPC 379']",28,0,0.8059701286709539,0.5550185242052911,Rejected,Middle
Violent,"['Economic Offenses Act', 'IPC 379', 'Economic Offenses Act']",31,1,0.28949786511971964,0.28721257112736154,Rejected,Low
Economic,['IPC 302'],11,1,0.6641257392833504,0.9401760633010566,Rejected,Middle
Cyber Crime,"['Narcotics Act', 'Narcotics Act']",23,1,0.4265919010543934,0.7620716534397257,Granted,Low
Non-violent,['Economic Offenses Act'],2,1,0.8891193557274428,0.9725144821597427,Rejected,High
Non-violent,"['Cyber Laws', 'IPC 307']",40,1,0.8452255581607399,0.037556069740189546,Rejected,Low
Drug-related,"['Narcotics Act', 'Narcotics Act']",41,0,0.5254319983096423,0.2851331751807087,Rejected,Middle
Drug-related,"['Cyber Laws', 'IPC 302', 'IPC 302']",27,0,0.6915055458135945,0.195422586638349,Granted,Low
Non-violent,"['IPC 379', 'IPC 379', 'IPC 302']",35,1,0.883349701022104,0.0111545873118305,Granted,Middle
Drug-related,['IPC 379'],2,1,0.4957170100782755,0.24232573024632142,Rejected,Middle
Economic,"['Economic Offenses Act', 'IPC 379']",39,1,0.31325074048882195,0.6787759835204289,Granted,High
Non-violent,"['IPC 420', 'IPC 379', 'IPC 302']",37,0,0.7536661379095813,0.23108892213456855,Granted,Middle
Drug-related,"['IPC 379', 'Cyber Laws']",21,0,0.22006625478469177,0.5090034454826182,Rejected,High
Non-violent,"['Cyber Laws', 'Economic Offenses Act']",5,0,0.38853114800604205,0.8878181149649986,Rejected,High
Cyber Crime,['IPC 379'],45,0,0.8657272371067937,0.6937579203490752,Rejected,Low
Violent,"['IPC 307', 'IPC 302']",21,0,0.7244223402693151,0.39462906990603197,Granted,High
Non-violent,"['IPC 420', 'IPC 307', 'Narcotics Act']",29,0,0.40381100524749924,0.3724689389121083,Granted,Middle
Violent,"['IPC 302', 'IPC 302']",20,0,0.2147445024083574,0.45573581400848473,Rejected,Middle
Drug-related,"['IPC 420', 'Cyber Laws', 'IPC 379']",38,0,0.3559683908322365,0.17704144105990638,Granted,High
Violent,"['IPC 420', 'IPC 379']",20,1,0.284104149227433,0.6340007674159881,Granted,Low
Non-violent,"['IPC 379', 'IPC 420']",25,0,0.17608928794385392,0.3641528191046055,Granted,High
Cyber Crime,['IPC 307'],2,0,0.7433329135656567,0.8523653492620437,Rejected,High
Drug-related,"['IPC 302', 'Economic Offenses Act']",32,0,0.2520698868501715,0.7565526600578163,Rejected,Middle
Non-violent,"['IPC 420', 'Cyber Laws']",26,0,0.4541674701677638,0.61051316409216,Rejected,Low
Drug-related,"['IPC 302', 'Economic Offenses Act', 'IPC 420']",6,1,0.38585944683610907,0.36420222264951607,Rejected,Low
Economic,"['Economic Offenses Act', 'Cyber Laws', 'Narcotics Act']",41,0,0.9820773786356308,0.2099318316734844,Rejected,Low
Violent,['Economic Offenses Act'],3,1,0.3910922441482205,0.7761518641056229,Granted,Low
Economic,"['IPC 379', 'IPC 307']",33,1,0.0799824827967548,0.48640909899108653,Granted,Middle
Non-violent,"['Cyber Laws', 'IPC 307']",1,1,0.08982575257208403,0.2247500381773575,Granted,Low
Cyber Crime,['IPC 307'],5,0,0.5907537213530648,0.19517461504000622,Granted,Low
Drug-related,"['IPC 379', 'IPC 379']",13,0,0.5993635517382656,0.16540090450135903,Granted,Low
Violent,['IPC 379'],19,0,0.41875899048265497,0.777161196205595,Granted,Middle
Drug-related,"['IPC 379', 'IPC 302']",12,1,0.4318436923120297,0.2289871853003117,Rejected,Middle
Non-violent,"['IPC 379', 'IPC 420', 'IPC 302']",25,1,0.05393258284087121,0.5266422635251975,Rejected,Low
Drug-related,['IPC 420'],35,1,0.5165465103892622,0.45154636097305645,Granted,Middle
Violent,"['Economic Offenses Act', 'IPC 307']",12,1,0.5047394753803517,0.5796108992282839,Rejected,High
Non-violent,"['Economic Offenses Act', 'IPC 307', 'IPC 420']",30,0,0.14954931855694453,0.8771549003711943,Granted,Low
Drug-related,"['IPC 420', 'Economic Offenses Act', 'Economic Offenses Act']",5,0,0.10383938611092758,0.8677473900817306,Granted,Middle
Cyber Crime,['Cyber Laws'],34,0,0.12357249059949049,0.45107607182485965,Rejected,Low
Non-violent,['IPC 307'],22,1,0.10102824649125852,0.015366250734723308,Rejected,Low
Non-violent,"['IPC 379', 'IPC 307']",39,1,0.6097081955367598,0.4264438057143032,Granted,Middle
Cyber Crime,['IPC 302'],13,0,0.19648265240291862,0.6061935374241404,Rejected,High
Economic,['IPC 420'],47,0,0.25143015218746345,0.5577647590980618,Granted,Low
Violent,"['Narcotics Act', 'Cyber Laws']",3,1,0.17357214415143973,0.6513361058002055,Granted,High
Economic,['IPC 302'],20,0,0.9578353044485031,0.15407573247308348,Granted,Middle
Drug-related,"['Narcotics Act', 'Economic Offenses Act']",31,0,0.8546174631518354,0.6465350987807326,Granted,Low
Cyber Crime,"['IPC 307', 'Cyber Laws']",5,1,0.23049483735152088,0.18265161874377223,Granted,Middle
Economic,"['Cyber Laws', 'IPC 302', 'Narcotics Act']",24,1,0.327566293922126,0.750523980696749,Rejected,Middle
Non-violent,['IPC 307'],40,1,0.20989284230499716,0.33908761326268,Granted,Middle
Drug-related,['Cyber Laws'],33,0,0.49187595946082374,0.7098954333814536,Rejected,Middle
Drug-related,['IPC 379'],8,1,0.019610532474253595,0.04786559890610709,Granted,Low
Economic,"['Economic Offenses Act', 'IPC 420', 'IPC 379']",24,0,0.6713680088967957,0.4078600255909134,Rejected,High
Economic,"['Narcotics Act', 'IPC 420']",20,0,0.5231581498176416,0.7050345222633327,Granted,High
Cyber Crime,"['Cyber Laws', 'Economic Offenses Act', 'IPC 379']",16,1,0.8986389283011033,0.22687051633149413,Rejected,Low
Violent,"['IPC 307', 'IPC 302']",12,0,0.16439268432841414,0.7952870447972226,Granted,Low
Economic,['Economic Offenses Act'],13,1,0.8041092460611317,0.630779733104932,Granted,High
Economic,"['Narcotics Act', 'Narcotics Act', 'IPC 307']",45,1,0.7919610144667157,0.5875617721497983,Rejected,High
Non-violent,['Narcotics Act'],42,0,0.12718118921688693,0.3535488542043371,Rejected,Low
Drug-related,"['Narcotics Act', 'IPC 379', 'Narcotics Act']",39,0,0.3985592241441276,0.4824514703811176,Rejected,Middle
Violent,"['Narcotics Act', 'Narcotics Act']",25,1,0.1701526411445169,0.5973493009778531,Rejected,Low
Non-violent,['IPC 379'],46,1,0.2547205004575489,0.47246211391489046,Rejected,High
Cyber Crime,"['IPC 302', 'IPC 420']",32,1,0.26324617483054435,0.6983133239405601,Rejected,Middle
Cyber Crime,"['Cyber Laws', 'IPC 379', 'IPC 420']",24,1,0.5562363940257727,0.43369693310695956,Granted,High
Economic,"['IPC 307', 'Narcotics Act', 'IPC 379']",47,1,0.4114109317604655,0.20227318174203035,Granted,Middle
Economic,"['Narcotics Act', 'Narcotics Act', 'Cyber Laws']",44,1,0.9477328040063053,0.21393378280104725,Granted,High
Cyber Crime,"['Cyber Laws', 'IPC 302']",9,0,0.12637014194700513,0.005803768842941093,Rejected,Middle
Economic,"['Economic Offenses Act', 'IPC 307', 'Narcotics Act']",40,0,0.9736921348501988,0.30095771555867246,Rejected,Low
Violent,"['IPC 307', 'Economic Offenses Act', 'Economic Offenses Act']",23,0,0.23063864021426395,0.7489176404785196,Rejected,Low
Economic,['IPC 420'],13,0,0.7728739363818531,0.7941627088376095,Granted,Middle
Drug-related,['Economic Offenses Act'],32,1,0.3389699261728214,0.20246754209575002,Rejected,Middle
Economic,"['Narcotics Act', 'Economic Offenses Act']",15,0,0.1430813954173139,0.9590439968714077,Granted,Low
Non-violent,['IPC 302'],36,0,0.8578891852462399,0.5024027934801267,Rejected,Low
Violent,['Economic Offenses Act'],5,1,0.3088608992364632,0.9169787490185026,Rejected,Middle
Non-violent,"['Cyber Laws', 'IPC 307']",22,0,0.6588554042268422,0.7067652818616311,Rejected,Middle
Non-violent,['Economic Offenses Act'],16,1,0.5664436850866266,0.7224334230224131,Granted,Low
Drug-related,['Cyber Laws'],41,1,0.4717563093908743,0.08504362130607113,Rejected,High
Violent,"['IPC 379', 'Narcotics Act']",10,1,0.4958194726485391,0.21999112689693068,Granted,Low
Violent,"['Economic Offenses Act', 'IPC 302']",24,1,0.7322379140922876,0.008814833294472635,Rejected,Middle
Violent,['Cyber Laws'],18,1,0.08777291412344057,0.7161276404767375,Rejected,Middle
Violent,"['Narcotics Act', 'IPC 302']",18,0,0.6681806619579052,0.34443828842851,Rejected,High
Violent,"['IPC 302', 'Cyber Laws']",7,0,0.8958121013985787,0.7866525160763468,Rejected,Low
Drug-related,['Cyber Laws'],4,0,0.05778819701986415,0.3389362199370263,Granted,Middle
Economic,"['Cyber Laws', 'Cyber Laws', 'Economic Offenses Act']",26,1,0.14065333923366674,0.8193337522988611,Rejected,Low
Non-violent,['Economic Offenses Act'],5,0,0.7166319367020314,0.130698253748313,Granted,Middle
Violent,"['Narcotics Act', 'IPC 379']",16,0,0.43728164824461757,0.1733731567575082,Rejected,High
Economic,['IPC 302'],35,0,0.40354862081368836,0.3408765395839365,Rejected,Low
Economic,"['Narcotics Act', 'IPC 379', 'IPC 420']",26,0,0.13696663454423585,0.4084873888822733,Rejected,Low
Non-violent,"['Narcotics Act', 'Cyber Laws']",18,1,0.5067700407177881,0.3487028108429784,Granted,High
Drug-related,"['IPC 302', 'Economic Offenses Act']",29,0,0.12654531119637724,0.7636470325232199,Rejected,Middle
Cyber Crime,['IPC 307'],23,1,0.4766204563105404,0.0969513926267147,Granted,Middle
Cyber Crime,"['Economic Offenses Act', 'Narcotics Act']",14,1,0.7636152989616567,0.35121701963848806,Granted,Low
Economic,"['IPC 420', 'Cyber Laws']",15,0,0.2582643578871635,0.8372399995154594,Rejected,High
Non-violent,"['IPC 379', 'IPC 307']",33,1,0.4807861681797273,0.06679707726217199,Granted,Low
Cyber Crime,"['IPC 420', 'IPC 302']",25,1,0.9920159693968357,0.9423435076713574,Rejected,Low
Economic,['Cyber Laws'],21,1,0.6866504233540373,0.9863168422720129,Granted,Middle
Drug-related,"['Narcotics Act', 'Economic Offenses Act']",17,1,0.8413567713051986,0.08856817382508009,Granted,Middle
Cyber Crime,"['Economic Offenses Act', 'IPC 379', 'Economic Offenses Act']",23,1,0.41484760656054576,0.29127252225573697,Granted,Middle
Economic,"['Economic Offenses Act', 'IPC 420', 'IPC 379']",43,1,0.7678609231258553,0.37240066603535615,Granted,Middle
Economic,['IPC 379'],17,1,0.040509172941321836,0.7763913686527261,Rejected,Middle
Violent,"['IPC 420', 'IPC 420', 'IPC 379']",14,0,0.12291118254224498,0.5959268121167338,Granted,High
Drug-related,"['IPC 420', 'Narcotics Act']",29,0,0.20307059292006213,0.6443657004925674,Rejected,Low
Violent,['IPC 302'],20,1,0.40195192461521956,0.757509822818506,Granted,High
Non-violent,"['IPC 379', 'IPC 307', 'IPC 302']",30,1,0.8457448783257632,0.11797899943702572,Rejected,Low
Violent,"['IPC 420', 'Narcotics Act', 'Cyber Laws']",19,0,0.3462660507879305,0.8332094569102624,Rejected,Middle
Violent,"['Cyber Laws', 'Narcotics Act']",39,0,0.6546211935154629,0.705619804180144,Granted,High
Cyber Crime,"['Economic Offenses Act', 'Cyber Laws', 'IPC 420']",13,0,0.7093142948034834,0.5773417251963703,Granted,Low
Economic,"['IPC 420', 'Cyber Laws', 'IPC 420']",18,0,0.5861823540883414,0.8897353347830567,Rejected,Middle
Drug-related,['IPC 307'],23,1,0.3572419681701362,0.7003063538838071,Granted,Middle
Violent,['IPC 307'],46,1,0.5770533417135443,0.2016999626310254,Granted,High
Drug-related,"['IPC 379', 'Cyber Laws', 'Economic Offenses Act']",33,0,0.3422655927897462,0.42974538107566673,Granted,High
